loan_percent_income,loan_int_rate,loan_amnt,previous_loan_defaults_on_file
0.04,8.37,2452.0,Yes
0.09,5.79,3000.0,Yes
0.15,9.56,8500.0,No
0.27,7.91,12947.0,Yes
0.14,12.48,20000.0,Yes
0.07,12.37,4500.0,Yes
0.14,10.9,18000.0,Yes
0.05,8.8,5000.0,Yes
0.22,11.9,12518.0,Yes
0.18,12.99,35000.0,Yes
0.09,12.17,10000.0,Yes
0.14,12.76,13530.0,No
0.03,15.22,1800.0,Yes
0.04,12.49,8000.0,Yes
0.19,10.35,12000.0,Yes
0.08,7.98,7000.0,No
0.15,11.09,5500.0,Yes
0.09,9.72,5386.0,Yes
0.1,11.37,6000.0,No
0.15,7.89,7000.0,No
0.08,11.25,6000.0,Yes
0.11,10.46,7000.0,Yes
0.16,11.0,18000.0,Yes
0.14,16.45,15000.0,Yes
0.05,10.17,4000.0,No
0.15,6.8,7500.0,Yes
0.15,6.64,12810.0,Yes
0.03,7.74,2013.0,Yes
0.07,6.68,4476.0,Yes
0.32,17.33,30331.0,Yes
0.11,11.74,12000.0,Yes
0.04,11.06,6000.0,Yes
0.2,10.19,10000.0,No
0.29,10.64,25000.0,Yes
0.14,10.28,3500.0,No
0.18,7.05,10000.0,Yes
0.08,6.69,10000.0,Yes
0.23,12.23,10000.0,Yes
0.1,6.61,6262.0,No
0.02,9.93,1000.0,Yes
0.06,13.18,7500.0,Yes
0.19,7.85,8000.0,No
0.07,7.98,6101.0,No
0.15,9.2,15000.0,Yes
0.14,12.35,5000.0,No
0.1,7.86,9888.0,Yes
0.27,10.8,20000.0,Yes
0.08,6.62,7172.0,No
0.04,9.4,6500.0,Yes
0.12,9.34,4000.0,Yes
0.06,14.44,10000.0,No
0.16,11.68,13969.0,No
0.1,13.75,20356.0,Yes
0.22,11.02,8000.0,Yes
0.08,9.32,5000.0,Yes
0.1,11.67,5000.0,Yes
0.07,11.46,4500.0,Yes
0.08,12.92,4000.0,Yes
0.23,7.89,15000.0,Yes
0.22,9.07,11370.0,No
0.34,7.3,15000.0,No
0.07,10.75,10000.0,No
0.14,6.65,10000.0,Yes
0.07,8.52,3600.0,Yes
0.03,11.98,2039.0,Yes
0.04,11.62,3500.0,Yes
0.02,8.29,1977.0,No
0.53,10.09,22750.0,Yes
0.12,12.62,8000.0,Yes
0.03,13.28,1200.0,No
0.05,8.85,1877.0,Yes
0.03,5.91,1501.0,No
0.19,11.87,21224.0,Yes
0.05,9.5,3500.0,No
0.15,13.25,17000.0,No
0.07,6.96,8926.0,No
0.04,14.9,7000.0,No
0.19,10.81,5122.0,No
0.14,10.49,12000.0,No
0.04,9.99,2500.0,Yes
0.09,6.57,5500.0,Yes
0.11,14.35,8000.0,No
0.07,6.01,6149.0,Yes
0.18,12.0,10000.0,Yes
0.1,10.17,4000.0,No
0.04,9.0,2000.0,Yes
0.06,10.93,7200.0,No
0.11,7.25,12000.0,No
0.16,7.81,15000.0,No
0.16,7.02,10000.0,Yes
0.04,9.1,5000.0,Yes
0.22,11.02,10786.0,No
0.29,9.33,9100.0,Yes
0.17,8.42,16488.0,Yes
0.05,7.0,2033.0,Yes
0.16,14.27,8650.0,Yes
0.01,9.22,1021.0,No
0.08,7.51,10000.0,Yes
0.1,7.32,1229.0,Yes
0.18,8.0,12982.0,Yes
0.11,11.39,4781.0,Yes
0.18,11.27,8000.0,Yes
0.1,11.4,10000.0,Yes
0.11,14.02,2400.0,No
0.1,11.61,7000.0,No
0.12,12.06,10000.0,No
0.22,13.79,11500.0,Yes
0.28,11.48,24197.0,No
0.12,12.53,20881.0,Yes
0.11,11.34,2000.0,Yes
0.15,11.67,10000.0,Yes
0.04,11.49,2000.0,No
0.05,6.7,4023.0,Yes
0.17,11.95,6500.0,No
0.08,12.32,7500.0,Yes
0.04,5.57,3000.0,Yes
0.14,14.03,8490.0,Yes
0.05,11.06,3000.0,Yes
0.16,14.04,14000.0,Yes
0.03,11.64,11245.0,Yes
0.04,8.57,3000.0,Yes
0.04,7.43,1000.0,No
0.23,14.41,11235.0,Yes
0.15,12.6,16000.0,No
0.01,11.33,2816.0,Yes
0.08,16.4,10000.0,Yes
0.14,9.21,14000.0,Yes
0.11,7.88,7000.0,No
0.19,10.93,15000.0,Yes
0.19,12.16,11000.0,Yes
0.13,8.58,8500.0,No
0.15,9.1,10000.0,Yes
0.12,9.33,7000.0,Yes
0.04,8.23,8821.0,Yes
0.15,7.66,15000.0,Yes
0.06,10.56,1936.0,No
0.11,8.68,5063.0,No
0.26,10.49,15000.0,Yes
0.04,11.01,2000.0,Yes
0.07,6.36,3060.0,Yes
0.08,6.11,10000.0,No
0.21,10.63,35000.0,Yes
0.09,6.92,8545.0,No
0.11,7.55,7000.0,Yes
0.1,7.99,9500.0,Yes
0.12,5.8,12000.0,Yes
0.23,9.68,10000.0,No
0.12,5.8,6407.0,Yes
0.12,7.72,10000.0,Yes
0.01,7.55,1790.0,No
0.04,8.33,1673.0,Yes
0.17,15.01,15000.0,No
0.04,17.39,3000.0,Yes
0.09,7.1,2000.0,No
0.08,8.5,10000.0,Yes
0.01,11.88,7729.0,Yes
0.07,6.92,8000.0,Yes
0.06,12.05,4000.0,Yes
0.09,11.52,5584.0,Yes
0.03,16.31,10000.0,Yes
0.03,11.47,1500.0,No
0.04,8.08,5691.0,Yes
0.16,6.17,10000.0,No
0.12,11.06,12000.0,No
0.05,11.34,4208.0,Yes
0.04,10.73,2000.0,Yes
0.11,10.77,10967.0,Yes
0.12,7.4,12977.0,Yes
0.03,10.35,2931.0,Yes
0.07,8.42,7000.0,Yes
0.09,11.49,4000.0,No
0.14,12.09,18000.0,Yes
0.07,7.12,2996.0,No
0.12,7.31,12182.0,No
0.08,11.38,5000.0,No
0.02,13.58,3000.0,Yes
0.17,10.69,10000.0,No
0.06,10.92,4100.0,No
0.18,14.87,20000.0,No
0.02,13.11,1656.0,Yes
0.04,11.01,2200.0,Yes
0.12,10.65,10000.0,No
0.1,10.95,6000.0,Yes
0.21,6.98,12800.0,Yes
0.22,13.61,20000.0,No
0.19,8.33,10000.0,Yes
0.03,10.99,3600.0,Yes
0.04,13.1,7000.0,Yes
0.2,12.12,35000.0,Yes
0.1,7.3,6000.0,Yes
0.09,7.77,6000.0,Yes
0.11,8.12,7000.0,Yes
0.03,7.61,2200.0,Yes
0.05,5.76,3455.0,Yes
0.05,10.91,1505.0,Yes
0.07,6.62,13275.0,Yes
0.1,8.01,1813.0,Yes
0.07,7.4,9975.0,Yes
0.03,10.46,5869.0,Yes
0.19,7.02,4973.0,Yes
0.12,8.89,7000.0,Yes
0.09,13.16,5400.0,No
0.41,8.88,16503.0,No
0.12,10.24,4000.0,No
0.19,11.02,14000.0,No
0.09,15.49,6000.0,Yes
0.09,13.15,4800.0,Yes
0.21,11.24,11365.0,Yes
0.07,7.52,6499.0,Yes
0.07,11.31,5000.0,Yes
0.02,12.49,2279.0,Yes
0.09,8.0,7000.0,Yes
0.17,8.36,9264.0,Yes
0.1,13.5,5500.0,No
0.14,11.89,6268.0,Yes
0.18,10.99,10000.0,No
0.17,13.64,10000.0,Yes
0.06,14.08,5000.0,Yes
0.05,10.53,3500.0,Yes
0.05,12.08,8263.0,Yes
0.24,7.53,12000.0,Yes
0.07,7.88,5500.0,Yes
0.35,10.15,21458.0,Yes
0.13,12.12,19627.0,Yes
0.21,12.74,25000.0,No
0.15,12.17,25000.0,Yes
0.23,12.22,25000.0,Yes
0.08,11.17,6000.0,Yes
0.18,11.84,12557.0,Yes
0.13,11.01,9043.0,Yes
0.1,10.18,10000.0,Yes
0.07,11.13,5588.0,Yes
0.05,6.69,12000.0,No
0.25,13.79,25000.0,Yes
0.12,13.21,3146.0,Yes
0.03,9.39,1148.0,Yes
0.23,11.69,25000.0,Yes
0.08,7.7,6550.0,Yes
0.15,10.99,10000.0,Yes
0.1,10.95,35000.0,Yes
0.01,8.96,1358.0,Yes
0.06,10.22,15000.0,No
0.13,10.66,14000.0,No
0.1,11.41,3075.0,Yes
0.26,10.27,25000.0,No
0.09,8.49,1559.0,Yes
0.24,10.95,22000.0,Yes
0.18,10.41,16000.0,Yes
0.04,9.59,2000.0,Yes
0.28,9.05,35000.0,Yes
0.04,8.84,6218.0,Yes
0.06,10.65,5000.0,Yes
0.06,12.61,1861.0,Yes
0.09,12.78,5000.0,Yes
0.1,11.54,15000.0,Yes
0.12,11.01,6000.0,Yes
0.14,8.87,12000.0,Yes
0.05,9.73,3000.0,No
0.15,11.0,7074.0,Yes
0.22,8.53,20000.0,Yes
0.02,10.94,6000.0,Yes
0.09,15.85,10000.0,Yes
0.19,10.21,15000.0,No
0.17,7.77,9240.0,Yes
0.12,8.78,4000.0,No
0.13,11.49,5500.0,Yes
0.13,10.38,14154.0,Yes
0.2,13.07,8000.0,Yes
0.08,8.73,10000.0,No
0.13,10.65,8483.0,Yes
0.02,11.15,1618.0,No
0.09,12.94,8000.0,Yes
0.19,11.39,15000.0,No
0.12,11.01,8000.0,No
0.04,7.35,2788.0,No
0.08,7.69,6228.0,No
0.06,6.17,8454.0,Yes
0.09,8.35,10000.0,Yes
0.07,8.59,5000.0,No
0.07,10.57,3292.0,Yes
0.14,6.35,6364.0,No
0.04,13.17,1513.0,Yes
0.11,12.48,11000.0,Yes
0.02,9.73,1454.0,No
0.16,12.87,9000.0,No
0.23,10.88,10000.0,Yes
0.11,6.43,5000.0,Yes
0.17,9.0,8000.0,Yes
0.17,11.5,15000.0,Yes
0.08,10.77,6000.0,Yes
0.08,6.59,7000.0,Yes
0.12,11.69,15546.0,No
0.07,6.44,5000.0,No
0.17,15.31,24197.0,Yes
0.11,7.03,4800.0,No
0.04,7.65,6000.0,Yes
0.03,12.75,28389.0,Yes
0.32,7.15,8727.0,No
0.1,8.0,10000.0,Yes
0.07,5.74,5000.0,No
0.05,11.3,4200.0,Yes
0.16,13.79,12891.0,Yes
0.24,10.93,7562.0,Yes
0.19,8.96,16000.0,Yes
0.08,11.3,6087.0,No
0.12,7.72,10000.0,Yes
0.04,12.65,5000.0,Yes
0.06,12.17,5000.0,Yes
0.23,12.77,20000.0,No
0.14,10.43,15000.0,Yes
0.18,12.76,16000.0,No
0.06,10.66,3000.0,No
0.07,8.51,1636.0,Yes
0.08,11.9,4892.0,Yes
0.1,11.78,3061.0,No
0.05,10.63,1500.0,Yes
0.04,11.77,7925.0,Yes
0.02,9.76,1000.0,Yes
0.03,10.45,1500.0,No
0.02,6.99,1926.0,Yes
0.12,9.76,4965.0,Yes
0.22,14.63,24373.0,Yes
0.12,11.01,6000.0,Yes
0.03,10.05,1200.0,No
0.22,12.5,20000.0,Yes
0.11,6.67,10000.0,No
0.22,13.15,10000.0,Yes
0.12,13.79,5000.0,Yes
0.05,11.23,3000.0,Yes
0.07,9.36,10000.0,Yes
0.13,8.96,10000.0,Yes
0.13,12.1,8000.0,Yes
0.17,15.68,10000.0,No
0.2,11.0,9157.0,Yes
0.05,9.75,8000.0,No
0.07,9.14,6941.0,Yes
0.22,11.48,12000.0,Yes
0.15,9.64,14000.0,Yes
0.19,8.2,10000.0,No
0.2,11.01,10000.0,Yes
0.09,13.99,5297.0,Yes
0.18,8.66,10000.0,No
0.07,9.51,6000.0,Yes
0.24,13.57,12000.0,No
0.09,10.74,7000.0,Yes
0.02,13.93,2985.0,Yes
0.23,10.32,10000.0,Yes
0.12,6.19,8000.0,Yes
0.07,12.72,5000.0,No
0.11,6.69,13608.0,No
0.05,12.88,2500.0,Yes
0.12,11.42,16000.0,Yes
0.15,12.19,19067.0,Yes
0.02,12.24,1510.0,Yes
0.23,12.34,12000.0,Yes
0.06,11.28,2000.0,Yes
0.11,7.87,5459.0,Yes
0.11,6.62,12000.0,No
0.08,7.35,4263.0,Yes
0.06,9.54,5527.0,No
0.16,15.38,10000.0,No
0.27,10.77,7486.0,No
0.04,12.6,4978.0,No
0.1,9.97,12000.0,Yes
0.12,11.65,5000.0,No
0.13,11.46,6500.0,No
0.17,8.9,9838.0,Yes
0.03,12.33,25000.0,Yes
0.07,10.62,8000.0,Yes
0.1,11.05,10000.0,No
0.05,15.27,5000.0,Yes
0.12,13.19,4506.0,Yes
0.04,12.2,1764.0,No
0.02,12.87,1559.0,Yes
0.2,14.65,15000.0,Yes
0.08,10.55,6000.0,Yes
0.12,13.7,8000.0,Yes
0.16,13.95,17849.0,Yes
0.15,8.56,10000.0,Yes
0.03,12.35,1771.0,Yes
0.2,10.99,20000.0,No
0.14,10.8,5000.0,Yes
0.11,13.19,6668.0,Yes
0.31,10.71,24000.0,Yes
0.05,12.31,6442.0,Yes
0.05,8.41,3600.0,No
0.13,12.5,25000.0,Yes
0.08,10.96,2500.0,Yes
0.2,11.08,9960.0,Yes
0.11,8.03,5000.0,No
0.09,10.31,7000.0,Yes
0.08,8.35,4000.0,Yes
0.2,12.82,12000.0,No
0.1,11.59,9600.0,Yes
0.06,8.0,10000.0,Yes
0.03,10.05,7552.0,No
0.26,14.79,11752.0,Yes
0.11,14.32,9000.0,No
0.12,13.27,6364.0,Yes
0.18,6.52,8000.0,Yes
0.02,13.38,1443.0,No
0.21,13.18,10000.0,Yes
0.1,13.08,7000.0,Yes
0.18,13.06,12000.0,Yes
0.31,17.27,29238.0,No
0.06,12.36,4000.0,Yes
0.21,14.04,7796.0,Yes
0.01,6.88,2029.0,No
0.06,14.09,5000.0,Yes
0.16,8.46,12000.0,No
0.12,8.22,12000.0,Yes
0.22,13.22,11300.0,Yes
0.05,12.48,3000.0,Yes
0.05,12.09,7249.0,No
0.04,8.12,8000.0,Yes
0.04,14.32,2000.0,Yes
0.11,12.6,8400.0,Yes
0.11,13.46,6500.0,Yes
0.2,10.83,25000.0,No
0.06,11.11,12000.0,No
0.18,11.82,10000.0,Yes
0.1,11.63,3491.0,No
0.08,12.6,3000.0,Yes
0.15,10.72,20000.0,No
0.24,8.23,10000.0,Yes
0.06,11.92,3000.0,No
0.12,13.79,5000.0,Yes
0.2,12.22,24000.0,Yes
0.1,12.0,6250.0,Yes
0.07,11.0,4101.0,Yes
0.13,11.25,6000.0,Yes
0.1,10.23,2112.0,Yes
0.13,7.41,5000.0,No
0.1,7.66,7000.0,No
0.11,14.56,10000.0,Yes
0.1,8.41,9000.0,No
0.11,6.03,10000.0,Yes
0.11,13.04,2102.0,Yes
0.24,9.39,10000.0,Yes
0.2,11.57,24000.0,Yes
0.2,7.07,7085.0,No
0.28,10.35,12000.0,No
0.15,10.32,8000.0,Yes
0.06,7.53,1784.0,No
0.17,11.02,8000.0,Yes
0.11,10.4,9000.0,Yes
0.18,7.82,13000.0,Yes
0.1,7.79,7000.0,No
0.2,12.06,10000.0,Yes
0.13,9.45,4000.0,Yes
0.11,9.88,7000.0,No
0.11,11.45,6000.0,Yes
0.18,12.42,6000.0,No
0.08,6.73,5000.0,Yes
0.12,9.32,5000.0,Yes
0.12,8.11,4800.0,Yes
0.15,7.73,6842.0,Yes
0.15,10.43,5000.0,Yes
0.06,7.87,6000.0,Yes
0.09,10.11,922.0,Yes
0.08,11.42,4500.0,Yes
0.11,11.5,5572.0,Yes
0.08,10.16,6000.0,Yes
0.15,11.22,15000.0,Yes
0.1,10.63,6000.0,Yes
0.11,8.43,9664.0,Yes
0.13,11.58,12000.0,Yes
0.14,13.9,17241.0,Yes
0.07,11.79,8143.0,No
0.22,11.07,12000.0,Yes
0.15,9.46,10000.0,Yes
0.06,5.53,5000.0,Yes
0.08,12.68,8000.0,No
0.11,10.95,10000.0,Yes
0.16,6.62,8000.0,Yes
0.02,11.01,3600.0,No
0.15,5.56,13000.0,Yes
0.07,13.85,4000.0,Yes
0.03,11.93,2500.0,Yes
0.02,13.49,3482.0,Yes
0.03,13.49,2000.0,No
0.04,8.25,5000.0,Yes
0.11,9.38,11000.0,Yes
0.21,11.31,13000.0,Yes
0.18,12.95,20000.0,Yes
0.2,6.56,10000.0,Yes
0.15,14.45,8000.0,Yes
0.14,8.66,7000.0,Yes
0.02,6.76,4172.0,No
0.12,14.77,10018.0,Yes
0.04,11.23,5000.0,Yes
0.13,9.45,4000.0,No
0.19,7.49,9157.0,Yes
0.04,12.25,3000.0,Yes
0.09,5.42,4000.0,Yes
0.34,11.52,20000.0,Yes
0.2,13.67,16000.0,Yes
0.24,12.94,14000.0,Yes
0.18,9.48,10868.0,Yes
0.07,7.3,14151.0,Yes
0.1,13.2,6000.0,No
0.26,10.91,20000.0,No
0.1,12.33,5000.0,Yes
0.11,12.23,6000.0,No
0.29,11.28,7813.0,Yes
0.11,12.28,2000.0,Yes
0.25,11.83,20000.0,Yes
0.03,9.4,1438.0,Yes
0.06,7.49,8000.0,Yes
0.04,12.23,7315.0,Yes
0.17,12.03,10000.0,Yes
0.08,10.63,7043.0,Yes
0.07,11.42,12678.0,No
0.16,8.18,5232.0,No
0.13,7.68,5000.0,No
0.17,8.31,5000.0,Yes
0.12,8.72,7000.0,Yes
0.07,13.09,20000.0,Yes
0.11,11.71,17400.0,Yes
0.19,17.76,18000.0,No
0.01,13.5,2500.0,Yes
0.08,10.8,6000.0,Yes
0.03,10.8,2107.0,Yes
0.09,10.22,8000.0,Yes
0.18,11.12,25000.0,Yes
0.03,6.26,2500.0,Yes
0.09,5.65,8000.0,No
0.12,9.4,14000.0,Yes
0.1,8.71,10000.0,Yes
0.03,10.17,4000.0,Yes
0.25,14.29,24000.0,No
0.09,9.71,5000.0,Yes
0.15,8.46,7200.0,Yes
0.12,12.79,11842.0,No
0.07,12.37,24360.0,Yes
0.33,11.28,23923.0,No
0.06,11.95,6500.0,Yes
0.1,11.22,10000.0,No
0.06,17.26,10000.0,Yes
0.08,12.87,3500.0,Yes
0.07,12.56,4000.0,No
0.11,13.47,4184.0,Yes
0.12,8.19,3888.0,Yes
0.08,9.35,6000.0,No
0.07,10.75,6822.0,Yes
0.17,15.18,6202.0,No
0.2,10.86,15000.0,Yes
0.12,10.83,6000.0,Yes
0.18,13.95,4787.0,No
0.03,9.15,1237.0,Yes
0.15,11.5,12000.0,No
0.17,9.74,10636.0,Yes
0.07,11.88,4800.0,Yes
0.08,7.68,14244.0,Yes
0.09,8.11,8000.0,No
0.07,12.11,6000.0,Yes
0.21,10.9,11013.0,Yes
0.21,9.96,10000.0,Yes
0.07,9.29,6000.0,Yes
0.07,7.37,8000.0,Yes
0.25,16.22,24000.0,No
0.18,7.18,11000.0,Yes
0.14,7.5,5000.0,No
0.1,9.92,7503.0,No
0.14,11.91,24250.0,No
0.02,7.8,5052.0,Yes
0.1,7.65,3000.0,No
0.08,14.12,15000.0,Yes
0.06,10.69,4500.0,No
0.29,10.12,13000.0,Yes
0.08,9.18,3509.0,No
0.1,10.0,14000.0,Yes
0.15,8.77,12500.0,No
0.05,5.72,5000.0,Yes
0.08,10.43,7000.0,Yes
0.06,14.0,15199.0,Yes
0.17,8.45,6000.0,Yes
0.16,9.57,5342.0,Yes
0.09,9.3,10000.0,No
0.21,7.24,20331.0,No
0.03,9.83,1934.0,Yes
0.02,13.92,1600.0,Yes
0.1,14.09,2500.0,Yes
0.13,13.35,10000.0,Yes
0.18,8.24,18000.0,Yes
0.11,7.5,9655.0,Yes
0.1,13.47,5709.0,Yes
0.11,11.04,17862.0,Yes
0.16,10.98,12000.0,Yes
0.16,11.01,4788.0,Yes
0.1,6.03,12000.0,No
0.08,11.94,3200.0,Yes
0.05,9.03,1165.0,Yes
0.05,9.51,3209.0,Yes
0.2,14.56,6000.0,No
0.22,13.35,8000.0,Yes
0.14,10.58,10000.0,Yes
0.08,6.69,14000.0,No
0.16,10.89,6351.0,Yes
0.16,10.55,13000.0,Yes
0.04,8.88,2250.0,Yes
0.04,11.11,3600.0,No
0.08,13.04,8000.0,No
0.1,13.17,15025.0,Yes
0.13,8.94,10000.0,Yes
0.07,8.49,3850.0,Yes
0.19,7.59,13496.0,Yes
0.1,13.15,24250.0,Yes
0.11,7.5,6000.0,Yes
0.38,11.44,15000.0,Yes
0.1,14.57,25000.0,Yes
0.05,7.49,6277.0,Yes
0.11,8.9,9892.0,Yes
0.05,5.82,3005.0,Yes
0.05,8.7,2000.0,Yes
0.16,11.62,8000.0,Yes
0.21,11.33,12000.0,Yes
0.22,11.31,20121.0,No
0.03,12.37,2875.0,Yes
0.04,6.74,4000.0,Yes
0.06,7.4,8877.0,No
0.07,10.59,3600.0,No
0.07,11.22,6000.0,No
0.15,8.71,10000.0,Yes
0.08,9.75,6000.0,No
0.18,10.89,16000.0,No
0.24,12.01,11889.0,Yes
0.04,9.82,1585.0,Yes
0.03,12.9,4800.0,Yes
0.06,11.11,5000.0,Yes
0.06,10.15,5500.0,No
0.13,12.18,12000.0,Yes
0.13,12.62,3994.0,Yes
0.09,13.03,7000.0,Yes
0.08,11.26,4800.0,Yes
0.05,7.03,3000.0,No
0.24,11.5,16000.0,Yes
0.33,12.2,24250.0,No
0.12,9.51,7000.0,No
0.1,13.83,4795.0,No
0.15,11.45,12000.0,Yes
0.1,11.09,4780.0,Yes
0.1,10.41,6942.0,No
0.11,9.52,5000.0,No
0.13,8.26,18107.0,No
0.16,7.76,18826.0,Yes
0.17,8.7,17073.0,Yes
0.07,13.47,7200.0,Yes
0.16,10.81,4750.0,No
0.22,13.49,20000.0,No
0.17,7.63,12000.0,Yes
0.15,10.31,8000.0,Yes
0.09,13.61,4000.0,No
0.17,12.75,14016.0,Yes
0.06,11.31,10000.0,Yes
0.21,14.05,15000.0,Yes
0.07,13.86,5116.0,No
0.22,11.82,15000.0,Yes
0.08,11.01,14000.0,No
0.08,13.49,2532.0,No
0.1,10.99,6500.0,Yes
0.05,11.24,2500.0,No
0.16,7.11,12000.0,Yes
0.1,11.0,12000.0,Yes
0.2,11.01,10000.0,Yes
0.05,8.78,6000.0,No
0.12,12.32,7000.0,Yes
0.11,10.42,10000.0,Yes
0.18,16.22,15000.0,Yes
0.06,9.81,4000.0,No
0.06,9.44,4000.0,Yes
0.16,9.66,10000.0,Yes
0.19,11.88,17000.0,No
0.15,10.66,15000.0,Yes
0.05,7.55,6000.0,Yes
0.22,7.43,5500.0,Yes
0.25,13.94,25000.0,Yes
0.08,11.5,4200.0,Yes
0.03,13.07,2000.0,No
0.35,7.34,12469.0,Yes
0.17,11.73,10000.0,Yes
0.06,12.61,2931.0,Yes
0.09,10.27,10000.0,No
0.2,9.28,15000.0,Yes
0.09,10.6,21946.0,No
0.07,10.24,6000.0,Yes
0.06,14.84,15000.0,No
0.19,7.71,6000.0,No
0.14,9.51,7121.0,Yes
0.27,7.37,10000.0,No
0.15,7.05,10000.0,Yes
0.11,7.9,7000.0,No
0.08,10.8,5300.0,Yes
0.06,11.01,3000.0,Yes
0.07,9.39,4000.0,Yes
0.26,11.76,27072.0,Yes
0.28,7.51,15000.0,No
0.19,8.26,14000.0,Yes
0.06,9.14,4000.0,Yes
0.1,7.6,6000.0,Yes
0.07,7.37,7000.0,No
0.1,5.79,5000.0,Yes
0.13,11.41,15000.0,No
0.09,11.1,23496.0,No
0.1,12.71,4027.0,Yes
0.06,14.14,4200.0,Yes
0.13,7.15,4800.0,No
0.09,10.49,6593.0,No
0.08,11.8,7854.0,Yes
0.07,8.4,5092.0,No
0.2,9.92,8000.0,Yes
0.06,7.45,5983.0,Yes
0.12,10.49,5000.0,Yes
0.19,9.65,16000.0,No
0.14,10.57,9000.0,No
0.07,11.0,5000.0,No
0.4,9.17,18000.0,Yes
0.22,8.57,7500.0,Yes
0.17,13.81,5000.0,Yes
0.21,14.11,15000.0,No
0.02,9.87,4445.0,Yes
0.15,9.49,5684.0,No
0.12,13.75,15000.0,Yes
0.1,10.5,3600.0,Yes
0.12,9.64,5587.0,No
0.27,10.64,25000.0,Yes
0.08,14.23,2400.0,Yes
0.03,8.85,1200.0,Yes
0.24,13.37,15960.0,No
0.22,12.19,15163.0,Yes
0.12,11.31,5000.0,Yes
0.16,13.4,6351.0,Yes
0.19,7.92,10000.0,No
0.16,9.78,15000.0,Yes
0.21,10.26,10000.0,Yes
0.05,12.34,15000.0,Yes
0.01,8.62,1000.0,Yes
0.11,11.8,8400.0,No
0.08,9.99,15000.0,Yes
0.03,9.25,2038.0,No
0.14,10.43,7000.0,No
0.04,11.42,15942.0,Yes
0.25,6.4,10048.0,Yes
0.28,7.51,15000.0,Yes
0.08,9.89,3000.0,Yes
0.1,6.17,5000.0,Yes
0.09,10.24,13249.0,Yes
0.04,7.88,2500.0,Yes
0.23,11.43,14000.0,Yes
0.3,14.75,13000.0,Yes
0.05,7.34,3000.0,No
0.07,13.78,2000.0,Yes
0.14,10.06,6359.0,Yes
0.14,10.46,25000.0,Yes
0.14,10.37,12000.0,Yes
0.15,10.6,18000.0,Yes
0.05,8.26,9927.0,Yes
0.15,11.67,5000.0,Yes
0.15,12.8,10000.0,No
0.05,12.03,4800.0,No
0.11,7.33,10000.0,Yes
0.04,12.65,1512.0,Yes
0.05,8.73,7000.0,No
0.04,10.93,2000.0,Yes
0.06,9.45,7602.0,Yes
0.18,7.63,10000.0,No
0.06,7.3,6047.0,Yes
0.1,5.42,5000.0,Yes
0.13,5.82,8458.0,Yes
0.05,5.61,6130.0,Yes
0.21,11.97,12000.0,Yes
0.31,11.7,24811.0,Yes
0.06,8.73,11699.0,Yes
0.06,7.86,6000.0,No
0.05,11.05,3600.0,No
0.08,12.56,12879.0,Yes
0.15,12.76,9000.0,Yes
0.15,6.81,11200.0,Yes
0.2,13.63,15000.0,Yes
0.14,14.17,10000.0,Yes
0.12,7.25,8554.0,No
0.05,10.27,5884.0,No
0.13,6.33,8000.0,Yes
0.02,14.61,1000.0,Yes
0.04,12.88,2000.0,Yes
0.18,7.78,10455.0,No
0.02,10.3,1565.0,No
0.05,14.65,6000.0,Yes
0.14,7.72,6000.0,Yes
0.09,11.38,24575.0,No
0.1,12.74,12000.0,Yes
0.06,10.53,5000.0,No
0.03,8.08,4000.0,Yes
0.09,6.48,12444.0,No
0.08,7.76,5500.0,Yes
0.19,13.17,14109.0,Yes
0.16,10.74,20588.0,Yes
0.11,7.74,5500.0,No
0.29,8.88,15000.0,Yes
0.04,11.71,10000.0,No
0.06,9.88,4800.0,No
0.07,6.29,10000.0,Yes
0.09,10.97,6540.0,No
0.04,10.85,4635.0,Yes
0.05,14.99,4810.0,No
0.12,7.4,4634.0,No
0.07,12.38,16598.0,Yes
0.09,10.15,9600.0,No
0.14,8.6,7000.0,Yes
0.19,11.41,8000.0,No
0.02,10.71,3811.0,No
0.07,6.37,6000.0,No
0.27,12.77,15000.0,Yes
0.03,7.23,2500.0,No
0.09,12.47,5000.0,Yes
0.09,11.03,5600.0,Yes
0.2,15.3,25000.0,No
0.09,13.8,7000.0,No
0.05,15.05,10000.0,Yes
0.09,9.57,6000.0,No
0.04,7.95,8000.0,Yes
0.4,10.67,24483.0,No
0.35,13.47,25257.0,No
0.11,8.65,6000.0,Yes
0.13,12.73,20000.0,Yes
0.08,12.24,10000.0,Yes
0.33,10.74,12000.0,Yes
0.25,8.76,12000.0,Yes
0.04,11.73,1500.0,No
0.14,10.98,6946.0,No
0.08,11.19,12000.0,Yes
0.05,10.0,1600.0,Yes
0.06,10.33,3000.0,Yes
0.05,13.32,4436.0,Yes
0.09,13.79,8000.0,No
0.12,6.73,9000.0,Yes
0.07,13.05,10000.0,No
0.18,9.31,10000.0,No
0.05,15.83,14291.0,Yes
0.04,7.11,2981.0,Yes
0.24,11.33,8563.0,Yes
0.18,9.11,11550.0,Yes
0.22,9.07,6500.0,Yes
0.08,14.44,6000.0,No
0.06,12.47,5000.0,No
0.08,12.11,6000.0,Yes
0.12,13.75,16000.0,Yes
0.02,7.69,2149.0,Yes
0.05,6.1,4392.0,Yes
0.04,10.55,1800.0,Yes
0.31,7.36,12390.0,Yes
0.14,18.47,30325.0,No
