person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
30.0,female,Bachelor,227919.0,7,MORTGAGE,16000.0,HOMEIMPROVEMENT,16.35,0.07,8.0,685,Yes,0
35.0,male,Bachelor,92618.0,16,MORTGAGE,10000.0,PERSONAL,5.42,0.11,10.0,717,Yes,0
21.0,male,Master,97459.0,2,RENT,14400.0,VENTURE,11.01,0.15,4.0,654,No,0
29.0,male,Associate,32777.0,4,RENT,7750.0,MEDICAL,14.27,0.24,7.0,675,No,1
26.0,female,Bachelor,22961.0,6,RENT,6482.0,HOMEIMPROVEMENT,10.89,0.28,4.0,673,No,1
25.0,female,Bachelor,63626.0,3,OWN,8496.0,VENTURE,10.67,0.13,3.0,661,No,0
23.0,male,High School,39851.0,1,RENT,4996.0,MEDICAL,7.49,0.13,4.0,494,Yes,0
23.0,male,Associate,44055.0,1,RENT,5600.0,MEDICAL,7.9,0.13,4.0,604,No,0
30.0,male,Associate,52966.0,7,RENT,14400.0,DEBTCONSOLIDATION,7.35,0.27,10.0,691,No,1
25.0,female,High School,76555.0,0,MORTGAGE,20000.0,MEDICAL,8.49,0.26,4.0,639,Yes,0
25.0,male,High School,85098.0,3,RENT,6800.0,HOMEIMPROVEMENT,5.42,0.08,2.0,618,Yes,0
27.0,male,Associate,45310.0,1,RENT,7872.0,EDUCATION,11.08,0.17,6.0,624,No,0
23.0,male,Bachelor,87369.0,3,MORTGAGE,20000.0,EDUCATION,7.49,0.23,2.0,680,No,0
28.0,male,Associate,56125.0,6,MORTGAGE,3000.0,MEDICAL,7.34,0.05,6.0,647,No,0
23.0,male,High School,157144.0,0,MORTGAGE,30000.0,VENTURE,11.11,0.19,4.0,615,Yes,0
24.0,female,High School,139080.0,4,MORTGAGE,24080.0,EDUCATION,9.0,0.17,3.0,631,No,0
29.0,male,Associate,47121.0,9,RENT,3550.0,VENTURE,11.49,0.08,7.0,671,No,0
22.0,male,Associate,120987.0,0,MORTGAGE,12000.0,EDUCATION,11.11,0.1,4.0,637,Yes,0
23.0,male,High School,62000.0,5,MORTGAGE,2500.0,EDUCATION,10.99,0.04,4.0,616,Yes,0
30.0,male,Master,39549.0,8,RENT,6000.0,MEDICAL,11.01,0.15,9.0,697,Yes,0
28.0,male,Associate,84894.0,2,MORTGAGE,8000.0,DEBTCONSOLIDATION,8.49,0.09,9.0,654,Yes,0
25.0,male,Bachelor,37253.0,0,RENT,12000.0,DEBTCONSOLIDATION,10.95,0.32,6.0,674,No,1
24.0,male,Bachelor,24515.0,4,RENT,6234.0,PERSONAL,9.39,0.25,4.0,640,No,1
22.0,female,Associate,38266.0,1,MORTGAGE,3500.0,VENTURE,7.74,0.09,2.0,575,No,0
55.0,male,Associate,117412.0,34,MORTGAGE,17000.0,PERSONAL,11.01,0.14,30.0,567,Yes,0
30.0,female,High School,46018.0,5,MORTGAGE,6000.0,PERSONAL,6.62,0.13,5.0,691,Yes,0
30.0,male,High School,59660.0,5,OWN,3500.0,MEDICAL,6.99,0.06,5.0,576,Yes,0
24.0,male,Associate,66918.0,0,MORTGAGE,10000.0,PERSONAL,7.76,0.15,4.0,545,Yes,0
34.0,female,Bachelor,30909.0,10,RENT,10000.0,MEDICAL,7.29,0.32,9.0,646,No,1
24.0,female,Bachelor,79107.0,2,RENT,15000.0,VENTURE,16.32,0.19,4.0,659,No,1
24.0,male,Associate,56526.0,2,RENT,29227.0,EDUCATION,13.75,0.52,2.0,642,No,1
22.0,male,Associate,67588.0,0,MORTGAGE,6500.0,VENTURE,11.99,0.1,4.0,660,Yes,0
32.0,female,Master,121168.0,9,MORTGAGE,7000.0,HOMEIMPROVEMENT,7.53,0.06,10.0,610,Yes,0
31.0,female,Associate,45699.0,11,RENT,3900.0,EDUCATION,11.01,0.09,8.0,638,Yes,0
24.0,male,Associate,139169.0,0,MORTGAGE,10660.0,MEDICAL,13.9,0.08,4.0,635,Yes,0
27.0,male,Master,126745.0,3,RENT,20000.0,VENTURE,10.62,0.16,9.0,661,No,0
22.0,male,High School,109025.0,1,MORTGAGE,9500.0,DEBTCONSOLIDATION,11.01,0.09,3.0,640,No,0
28.0,female,High School,48620.0,5,RENT,12000.0,MEDICAL,10.96,0.25,6.0,583,No,0
23.0,male,Associate,43768.0,0,MORTGAGE,9000.0,EDUCATION,7.49,0.21,3.0,544,Yes,0
33.0,male,High School,59574.0,5,RENT,3000.0,DEBTCONSOLIDATION,15.95,0.05,7.0,639,No,1
23.0,male,Associate,53380.0,1,RENT,10000.0,MEDICAL,14.53,0.19,3.0,658,No,1
26.0,female,Bachelor,64484.0,0,RENT,10000.0,VENTURE,12.8,0.16,3.0,611,No,1
36.0,male,Master,58605.0,14,RENT,20000.0,MEDICAL,13.61,0.34,14.0,503,No,1
33.0,female,Master,79308.0,11,MORTGAGE,15000.0,MEDICAL,11.99,0.19,10.0,591,Yes,0
47.0,male,High School,63332.0,23,MORTGAGE,12000.0,MEDICAL,7.29,0.19,16.0,654,Yes,0
23.0,male,Bachelor,72713.0,0,RENT,25000.0,PERSONAL,12.73,0.34,3.0,613,No,1
34.0,male,Bachelor,391934.0,11,MORTGAGE,35000.0,MEDICAL,16.77,0.09,6.0,649,No,1
22.0,male,Associate,39195.0,0,RENT,5400.0,EDUCATION,16.29,0.14,2.0,686,No,1
27.0,male,Bachelor,52470.0,2,MORTGAGE,3600.0,EDUCATION,14.68,0.07,4.0,700,No,0
30.0,male,Associate,59217.0,11,RENT,15000.0,VENTURE,10.75,0.25,9.0,669,No,1
22.0,female,High School,85089.0,0,RENT,22000.0,EDUCATION,11.36,0.26,4.0,537,No,1
30.0,female,Associate,120922.0,6,MORTGAGE,30000.0,PERSONAL,16.77,0.25,6.0,601,Yes,0
29.0,female,High School,55878.0,4,RENT,7500.0,EDUCATION,10.0,0.13,7.0,559,No,0
53.0,male,Bachelor,66909.0,30,RENT,9500.0,HOMEIMPROVEMENT,5.42,0.14,26.0,644,Yes,0
25.0,male,High School,70432.0,6,RENT,18000.0,VENTURE,11.01,0.26,4.0,609,No,1
25.0,male,Master,45217.0,4,RENT,2933.0,MEDICAL,11.48,0.06,4.0,663,Yes,0
37.0,male,Master,55279.0,15,RENT,7200.0,MEDICAL,9.63,0.13,14.0,712,No,0
27.0,male,Bachelor,51252.0,3,RENT,8500.0,DEBTCONSOLIDATION,9.99,0.17,8.0,550,Yes,0
28.0,female,Bachelor,36953.0,4,RENT,14125.0,DEBTCONSOLIDATION,14.74,0.38,10.0,599,No,1
29.0,female,Bachelor,40808.0,3,RENT,5000.0,VENTURE,8.9,0.12,8.0,642,Yes,0
23.0,male,Associate,98769.0,0,MORTGAGE,15000.0,PERSONAL,10.25,0.15,4.0,625,Yes,0
22.0,male,Associate,79029.0,1,MORTGAGE,13000.0,DEBTCONSOLIDATION,10.38,0.16,2.0,609,Yes,0
23.0,female,High School,87053.0,0,MORTGAGE,4977.0,MEDICAL,12.76,0.06,4.0,639,Yes,0
24.0,male,Bachelor,55095.0,1,RENT,4000.0,DEBTCONSOLIDATION,15.99,0.07,4.0,678,No,1
36.0,male,Bachelor,97183.0,13,MORTGAGE,6000.0,VENTURE,11.01,0.06,14.0,681,Yes,0
26.0,female,High School,45809.0,3,RENT,7300.0,DEBTCONSOLIDATION,7.88,0.16,4.0,639,Yes,0
25.0,female,High School,46764.0,0,MORTGAGE,15808.0,MEDICAL,11.38,0.34,3.0,576,Yes,0
24.0,male,Bachelor,39783.0,1,RENT,4000.0,MEDICAL,12.65,0.1,5.0,682,No,1
23.0,female,Bachelor,91077.0,4,MORTGAGE,4200.0,DEBTCONSOLIDATION,7.49,0.05,4.0,603,Yes,0
21.0,male,Associate,29833.0,0,MORTGAGE,3000.0,VENTURE,7.9,0.1,4.0,642,Yes,0
22.0,male,Associate,85052.0,3,MORTGAGE,10000.0,DEBTCONSOLIDATION,10.36,0.12,2.0,530,Yes,0
24.0,male,High School,102812.0,2,RENT,10000.0,PERSONAL,16.0,0.1,3.0,601,Yes,0
37.0,male,High School,74750.0,10,RENT,4000.0,VENTURE,14.82,0.05,12.0,528,Yes,0
28.0,female,Bachelor,124095.0,6,MORTGAGE,25000.0,VENTURE,15.3,0.2,10.0,580,No,0
24.0,male,Associate,61177.0,2,MORTGAGE,9000.0,HOMEIMPROVEMENT,7.14,0.15,2.0,610,Yes,0
33.0,male,Master,90905.0,10,MORTGAGE,12000.0,EDUCATION,10.7,0.13,6.0,688,No,0
29.0,female,Master,51589.0,5,RENT,5000.0,HOMEIMPROVEMENT,14.96,0.1,9.0,719,No,1
43.0,female,High School,56228.0,22,MORTGAGE,6300.0,EDUCATION,7.51,0.11,14.0,684,Yes,0
39.0,male,High School,49167.0,19,RENT,6000.0,PERSONAL,14.54,0.12,15.0,658,No,0
22.0,female,Associate,59002.0,0,RENT,20000.0,VENTURE,11.36,0.34,2.0,614,No,1
33.0,male,Bachelor,53590.0,12,RENT,6000.0,DEBTCONSOLIDATION,14.96,0.11,8.0,706,No,1
30.0,male,Bachelor,86222.0,9,RENT,12000.0,PERSONAL,8.9,0.14,9.0,705,Yes,0
25.0,male,Master,127142.0,4,MORTGAGE,12000.0,DEBTCONSOLIDATION,13.48,0.09,3.0,686,No,0
30.0,female,Bachelor,56257.0,9,RENT,9000.0,VENTURE,7.29,0.16,5.0,683,No,0
22.0,male,High School,90384.0,1,MORTGAGE,5000.0,EDUCATION,8.49,0.06,2.0,516,No,1
23.0,female,Bachelor,41467.0,0,RENT,9000.0,PERSONAL,11.01,0.22,4.0,582,No,1
22.0,female,Associate,59905.0,0,MORTGAGE,2400.0,VENTURE,5.79,0.04,3.0,580,Yes,0
33.0,female,Associate,86436.0,10,RENT,19600.0,HOMEIMPROVEMENT,16.07,0.23,6.0,637,No,1
24.0,male,Associate,156813.0,1,MORTGAGE,18500.0,EDUCATION,11.01,0.12,2.0,612,Yes,0
31.0,male,Associate,29657.0,5,OWN,2500.0,MEDICAL,11.01,0.08,7.0,564,Yes,0
25.0,male,Associate,72840.0,0,RENT,3000.0,EDUCATION,17.58,0.04,2.0,605,Yes,0
23.0,female,Bachelor,44173.0,0,RENT,17500.0,VENTURE,14.22,0.4,4.0,590,No,1
31.0,female,Bachelor,94847.0,7,MORTGAGE,15000.0,VENTURE,12.18,0.16,8.0,719,No,0
40.0,female,Associate,75481.0,17,MORTGAGE,7000.0,EDUCATION,19.13,0.09,12.0,703,No,0
24.0,male,High School,106135.0,0,MORTGAGE,18040.0,EDUCATION,7.71,0.17,3.0,609,No,1
29.0,male,Bachelor,57217.0,4,MORTGAGE,11000.0,PERSONAL,12.16,0.19,7.0,677,Yes,0
30.0,female,Associate,85262.0,6,MORTGAGE,31825.0,MEDICAL,12.69,0.37,8.0,692,Yes,0
39.0,female,High School,51679.0,18,RENT,6000.0,PERSONAL,17.35,0.12,12.0,627,No,1
26.0,male,High School,69873.0,0,RENT,1973.0,MEDICAL,13.22,0.03,3.0,628,Yes,0
30.0,male,Master,126985.0,7,MORTGAGE,20000.0,EDUCATION,11.83,0.16,5.0,599,Yes,0
25.0,female,Bachelor,78690.0,0,OWN,12000.0,PERSONAL,13.48,0.15,4.0,692,No,0
24.0,male,Bachelor,151319.0,2,RENT,12000.0,MEDICAL,14.27,0.08,2.0,703,No,1
26.0,male,High School,78953.0,0,MORTGAGE,15000.0,EDUCATION,11.47,0.19,5.0,577,No,0
22.0,female,High School,73014.0,1,OWN,10000.0,MEDICAL,11.01,0.14,3.0,638,Yes,0
22.0,female,Bachelor,16020.0,0,RENT,4000.0,PERSONAL,10.37,0.25,4.0,625,No,1
23.0,male,Associate,54848.0,0,OWN,7000.0,MEDICAL,9.63,0.13,3.0,626,Yes,0
24.0,male,High School,37290.0,1,RENT,5000.0,PERSONAL,10.6,0.13,3.0,604,Yes,0
25.0,male,Bachelor,85061.0,1,RENT,20000.0,HOMEIMPROVEMENT,9.99,0.24,2.0,627,Yes,0
31.0,male,High School,37662.0,10,RENT,20200.0,PERSONAL,14.74,0.54,8.0,604,No,1
24.0,female,High School,91143.0,2,MORTGAGE,25000.0,VENTURE,10.99,0.27,2.0,664,No,0
31.0,male,Associate,38881.0,7,RENT,13150.0,VENTURE,13.24,0.34,5.0,704,No,1
22.0,male,Master,80303.0,0,RENT,25000.0,EDUCATION,13.06,0.31,3.0,554,No,1
22.0,female,High School,72547.0,0,MORTGAGE,11200.0,VENTURE,5.79,0.15,4.0,566,No,0
24.0,female,High School,49221.0,0,MORTGAGE,10500.0,MEDICAL,11.36,0.21,2.0,668,Yes,0
23.0,female,Bachelor,66530.0,0,RENT,8000.0,PERSONAL,10.65,0.12,4.0,548,No,1
25.0,male,Master,65821.0,3,MORTGAGE,8400.0,DEBTCONSOLIDATION,14.59,0.13,2.0,677,No,1
27.0,male,Bachelor,134570.0,0,MORTGAGE,15000.0,VENTURE,13.57,0.11,5.0,630,Yes,0
23.0,male,Bachelor,177406.0,1,MORTGAGE,24216.0,DEBTCONSOLIDATION,10.83,0.14,3.0,616,Yes,0
22.0,male,Bachelor,90285.0,1,MORTGAGE,11500.0,MEDICAL,9.99,0.13,3.0,661,No,0
23.0,male,Bachelor,45409.0,3,RENT,2000.0,PERSONAL,14.02,0.04,3.0,590,Yes,0
25.0,male,Bachelor,116346.0,2,MORTGAGE,35000.0,DEBTCONSOLIDATION,7.49,0.3,3.0,628,No,0
23.0,male,High School,81118.0,1,MORTGAGE,16000.0,PERSONAL,12.73,0.2,3.0,483,Yes,0
24.0,male,High School,88265.0,1,MORTGAGE,2300.0,HOMEIMPROVEMENT,10.62,0.03,4.0,660,No,0
25.0,male,Associate,132975.0,3,MORTGAGE,7000.0,VENTURE,10.06,0.05,2.0,658,No,0
30.0,male,Associate,112942.0,11,MORTGAGE,2500.0,HOMEIMPROVEMENT,5.99,0.02,6.0,642,Yes,0
25.0,male,Master,29794.0,0,RENT,10000.0,VENTURE,10.81,0.34,4.0,603,No,1
29.0,male,High School,80099.0,6,MORTGAGE,2395.0,HOMEIMPROVEMENT,15.09,0.03,8.0,630,No,1
28.0,male,Associate,63172.0,4,MORTGAGE,10802.0,VENTURE,6.92,0.17,9.0,670,Yes,0
21.0,male,High School,51111.0,0,RENT,4500.0,DEBTCONSOLIDATION,6.03,0.09,4.0,625,Yes,0
26.0,female,Bachelor,60728.0,4,MORTGAGE,8000.0,VENTURE,10.59,0.13,2.0,696,No,0
24.0,female,Master,103055.0,0,MORTGAGE,11651.0,MEDICAL,7.01,0.11,4.0,620,Yes,0
26.0,male,High School,46904.0,3,RENT,12000.0,PERSONAL,11.01,0.26,4.0,697,No,1
31.0,male,Bachelor,37166.0,7,RENT,8000.0,EDUCATION,12.96,0.22,9.0,648,Yes,0
36.0,female,Bachelor,144872.0,15,RENT,10000.0,HOMEIMPROVEMENT,11.49,0.07,14.0,694,Yes,0
27.0,male,Associate,94652.0,4,MORTGAGE,6775.0,PERSONAL,10.59,0.07,5.0,484,No,1
21.0,female,Associate,36779.0,0,RENT,9200.0,DEBTCONSOLIDATION,6.62,0.25,3.0,564,No,1
23.0,male,Associate,65316.0,0,RENT,4500.0,HOMEIMPROVEMENT,8.49,0.07,2.0,542,No,1
24.0,female,Associate,85269.0,0,RENT,11000.0,DEBTCONSOLIDATION,7.79,0.13,4.0,589,Yes,0
27.0,male,High School,180943.0,4,MORTGAGE,20000.0,DEBTCONSOLIDATION,11.01,0.11,9.0,648,Yes,0
23.0,male,High School,65686.0,3,MORTGAGE,7000.0,MEDICAL,8.29,0.11,4.0,654,No,0
22.0,male,High School,64093.0,0,RENT,15000.0,EDUCATION,10.37,0.23,3.0,670,No,0
21.0,female,Master,44361.0,0,MORTGAGE,2800.0,PERSONAL,6.99,0.06,2.0,616,Yes,0
27.0,male,Associate,117383.0,4,MORTGAGE,3600.0,PERSONAL,9.25,0.03,7.0,665,No,0
23.0,male,Bachelor,19044.0,3,RENT,2141.0,VENTURE,12.27,0.11,4.0,712,No,0
38.0,male,Associate,43112.0,15,OWN,1800.0,EDUCATION,16.49,0.04,12.0,601,Yes,0
22.0,male,High School,181175.0,1,MORTGAGE,9500.0,MEDICAL,12.87,0.05,4.0,537,Yes,0
22.0,male,Bachelor,45293.0,0,RENT,3600.0,EDUCATION,12.42,0.08,4.0,625,No,0
22.0,female,Associate,31213.0,0,RENT,4000.0,MEDICAL,8.64,0.13,4.0,604,Yes,0
22.0,female,High School,169028.0,0,RENT,10000.0,EDUCATION,9.99,0.06,2.0,617,No,0
22.0,female,High School,132797.0,0,MORTGAGE,20000.0,EDUCATION,12.41,0.15,2.0,617,Yes,0
27.0,male,Associate,60983.0,2,MORTGAGE,8400.0,MEDICAL,11.01,0.14,7.0,459,No,1
26.0,male,High School,126883.0,2,RENT,12100.0,HOMEIMPROVEMENT,11.01,0.1,2.0,591,Yes,0
37.0,male,Bachelor,73335.0,17,RENT,10000.0,MEDICAL,15.99,0.14,17.0,714,No,1
27.0,male,Associate,62708.0,4,RENT,18000.0,EDUCATION,14.96,0.29,8.0,693,No,1
26.0,female,Master,90906.0,7,RENT,12000.0,VENTURE,10.37,0.13,4.0,670,No,0
24.0,male,Master,88481.0,1,RENT,18500.0,HOMEIMPROVEMENT,7.9,0.21,2.0,605,No,1
26.0,female,Associate,130733.0,0,MORTGAGE,18300.0,HOMEIMPROVEMENT,11.01,0.14,3.0,599,No,0
31.0,male,Associate,98263.0,12,MORTGAGE,7197.0,EDUCATION,9.69,0.07,8.0,541,Yes,0
23.0,male,Master,120970.0,0,MORTGAGE,9125.0,PERSONAL,11.11,0.08,3.0,666,No,0
50.0,male,Bachelor,55772.0,26,MORTGAGE,5000.0,PERSONAL,7.9,0.09,16.0,687,No,0
24.0,female,Bachelor,99210.0,4,MORTGAGE,8000.0,PERSONAL,5.79,0.08,3.0,676,Yes,0
23.0,female,High School,73104.0,2,RENT,10000.0,EDUCATION,11.01,0.14,2.0,556,No,0
27.0,female,Bachelor,42854.0,4,RENT,4500.0,PERSONAL,8.15,0.11,7.0,674,No,0
45.0,female,Associate,71621.0,25,MORTGAGE,9000.0,MEDICAL,7.9,0.13,16.0,615,No,0
29.0,female,Bachelor,38266.0,5,RENT,18000.0,DEBTCONSOLIDATION,10.75,0.47,7.0,647,No,1
22.0,male,Master,32245.0,1,RENT,9000.0,MEDICAL,10.59,0.28,2.0,602,No,1
31.0,female,Bachelor,64409.0,10,MORTGAGE,9250.0,EDUCATION,10.36,0.14,6.0,639,Yes,0
22.0,male,High School,48872.0,0,RENT,5025.0,DEBTCONSOLIDATION,13.43,0.1,2.0,648,Yes,0
24.0,female,Associate,144971.0,0,MORTGAGE,3727.0,VENTURE,8.55,0.03,3.0,628,Yes,0
123.0,male,Bachelor,94723.0,100,RENT,20000.0,VENTURE,11.01,0.21,4.0,714,Yes,0
25.0,female,High School,76716.0,2,MORTGAGE,2500.0,DEBTCONSOLIDATION,12.86,0.03,4.0,497,Yes,0
22.0,male,Bachelor,127276.0,0,RENT,6000.0,EDUCATION,11.99,0.05,4.0,599,Yes,0
26.0,male,Associate,48103.0,5,MORTGAGE,4000.0,MEDICAL,15.05,0.08,3.0,628,No,1
31.0,female,Bachelor,29409.0,11,RENT,1800.0,MEDICAL,8.59,0.06,6.0,640,Yes,0
26.0,female,Associate,72687.0,1,RENT,16000.0,DEBTCONSOLIDATION,7.49,0.22,2.0,624,Yes,0
25.0,male,Associate,34920.0,1,RENT,8000.0,DEBTCONSOLIDATION,14.65,0.23,4.0,655,Yes,0
24.0,female,Associate,79599.0,2,MORTGAGE,15000.0,MEDICAL,6.54,0.19,4.0,673,No,0
26.0,male,Associate,73166.0,3,MORTGAGE,5000.0,VENTURE,7.17,0.07,2.0,629,No,0
28.0,female,Master,133815.0,0,MORTGAGE,25000.0,DEBTCONSOLIDATION,19.79,0.19,5.0,645,No,1
41.0,female,High School,39654.0,21,MORTGAGE,6000.0,PERSONAL,11.01,0.15,12.0,560,No,0
25.0,male,High School,113766.0,4,MORTGAGE,10000.0,HOMEIMPROVEMENT,9.05,0.09,4.0,672,No,0
23.0,female,High School,73081.0,0,MORTGAGE,10000.0,EDUCATION,6.03,0.14,3.0,631,No,0
24.0,female,High School,56337.0,0,OWN,10000.0,EDUCATION,6.69,0.18,4.0,579,Yes,0
22.0,male,High School,32558.0,0,RENT,1500.0,EDUCATION,11.11,0.05,3.0,535,Yes,0
35.0,male,Master,34795.0,12,RENT,9600.0,MEDICAL,13.57,0.28,7.0,649,No,1
21.0,female,Master,17716.0,0,RENT,2000.0,MEDICAL,11.01,0.11,4.0,539,Yes,0
33.0,female,Associate,481043.0,12,MORTGAGE,15000.0,MEDICAL,6.03,0.03,6.0,618,Yes,0
28.0,male,Associate,210015.0,8,MORTGAGE,12000.0,PERSONAL,11.01,0.06,10.0,703,Yes,0
24.0,female,High School,57063.0,3,MORTGAGE,12000.0,PERSONAL,13.49,0.21,3.0,656,No,0
25.0,female,High School,83053.0,1,MORTGAGE,6500.0,HOMEIMPROVEMENT,16.29,0.08,3.0,643,No,0
26.0,male,Bachelor,60702.0,3,MORTGAGE,15250.0,VENTURE,13.11,0.25,3.0,654,No,1
21.0,male,Associate,101982.0,0,RENT,7200.0,VENTURE,8.49,0.07,2.0,669,Yes,0
24.0,male,High School,36794.0,3,RENT,8000.0,HOMEIMPROVEMENT,10.57,0.22,3.0,537,No,1
26.0,female,High School,108881.0,2,MORTGAGE,3000.0,MEDICAL,11.01,0.03,4.0,666,Yes,0
36.0,female,Associate,193014.0,15,OWN,24000.0,VENTURE,12.7,0.12,11.0,660,No,0
24.0,female,High School,90706.0,3,MORTGAGE,7000.0,EDUCATION,11.99,0.08,3.0,469,Yes,0
22.0,female,Bachelor,49120.0,2,MORTGAGE,9922.0,DEBTCONSOLIDATION,7.75,0.2,4.0,542,Yes,0
24.0,male,High School,105381.0,2,MORTGAGE,4000.0,VENTURE,6.03,0.04,2.0,546,Yes,0
25.0,male,Bachelor,70427.0,4,MORTGAGE,17000.0,MEDICAL,10.95,0.24,4.0,642,Yes,0
24.0,female,Master,75793.0,5,MORTGAGE,9532.0,EDUCATION,7.37,0.13,2.0,613,No,0
22.0,male,Bachelor,36827.0,0,RENT,12000.0,EDUCATION,10.99,0.33,3.0,677,No,1
40.0,male,High School,64745.0,17,RENT,4476.0,HOMEIMPROVEMENT,6.68,0.07,15.0,561,Yes,0
22.0,male,High School,38579.0,0,RENT,2700.0,DEBTCONSOLIDATION,6.91,0.07,4.0,585,Yes,0
40.0,female,High School,87152.0,17,MORTGAGE,14814.0,DEBTCONSOLIDATION,10.38,0.17,14.0,679,Yes,0
32.0,male,High School,235159.0,9,RENT,1250.0,DEBTCONSOLIDATION,13.23,0.01,7.0,659,No,0
23.0,female,High School,29978.0,1,RENT,5000.0,PERSONAL,8.31,0.17,3.0,663,Yes,0
21.0,male,Associate,60967.0,0,RENT,8500.0,VENTURE,10.65,0.14,2.0,659,Yes,0
22.0,male,Associate,51286.0,0,RENT,12800.0,VENTURE,15.21,0.25,2.0,664,No,1
29.0,male,Master,241856.0,7,MORTGAGE,18338.0,EDUCATION,11.83,0.08,9.0,713,No,0
28.0,male,Bachelor,37237.0,4,MORTGAGE,15000.0,VENTURE,11.01,0.4,9.0,659,Yes,0
25.0,male,Bachelor,94270.0,2,RENT,7083.0,PERSONAL,7.91,0.08,4.0,605,Yes,0
24.0,male,High School,46940.0,0,RENT,9000.0,DEBTCONSOLIDATION,7.9,0.19,2.0,614,Yes,0
43.0,female,Associate,30903.0,16,RENT,8000.0,MEDICAL,11.99,0.26,17.0,603,No,1
25.0,male,Bachelor,68700.0,5,RENT,3838.0,DEBTCONSOLIDATION,15.03,0.06,3.0,643,No,1
24.0,female,Associate,75350.0,3,RENT,4800.0,PERSONAL,7.14,0.06,3.0,684,No,0
23.0,male,Bachelor,54029.0,3,RENT,7100.0,DEBTCONSOLIDATION,6.99,0.13,3.0,573,No,1
31.0,male,High School,48897.0,5,OWN,4000.0,HOMEIMPROVEMENT,14.35,0.08,9.0,624,Yes,0
26.0,male,High School,81256.0,3,OWN,20000.0,PERSONAL,10.95,0.25,4.0,559,Yes,0
27.0,female,Associate,63494.0,2,RENT,22950.0,MEDICAL,13.49,0.36,10.0,551,No,1
30.0,male,High School,193093.0,9,MORTGAGE,7000.0,EDUCATION,13.98,0.04,5.0,581,Yes,0
33.0,male,High School,109021.0,13,MORTGAGE,4200.0,EDUCATION,8.94,0.04,6.0,487,Yes,0
24.0,male,Associate,144975.0,2,MORTGAGE,16000.0,DEBTCONSOLIDATION,9.63,0.11,2.0,567,Yes,0
28.0,female,Master,91294.0,4,RENT,20000.0,HOMEIMPROVEMENT,13.49,0.22,5.0,573,Yes,0
27.0,male,Bachelor,52524.0,5,RENT,15000.0,MEDICAL,9.98,0.29,6.0,605,No,1
26.0,female,Master,41844.0,4,RENT,8500.0,MEDICAL,7.88,0.2,3.0,643,No,0
41.0,male,High School,114907.0,20,MORTGAGE,21600.0,HOMEIMPROVEMENT,13.92,0.19,12.0,640,Yes,0
25.0,female,Associate,59544.0,6,MORTGAGE,2039.0,MEDICAL,11.98,0.03,2.0,587,Yes,0
23.0,male,Bachelor,141078.0,0,RENT,7500.0,EDUCATION,11.01,0.05,4.0,702,Yes,0
54.0,female,High School,115179.0,34,MORTGAGE,6500.0,PERSONAL,10.65,0.06,26.0,647,Yes,0
26.0,male,High School,121108.0,0,MORTGAGE,10000.0,EDUCATION,12.44,0.08,7.0,650,No,0
25.0,male,High School,36924.0,5,RENT,4200.0,MEDICAL,12.23,0.11,4.0,547,Yes,0
26.0,male,Master,175732.0,2,MORTGAGE,20000.0,EDUCATION,11.01,0.11,2.0,561,Yes,0
41.0,male,Bachelor,91038.0,16,RENT,10000.0,VENTURE,13.09,0.11,15.0,687,Yes,0
27.0,female,Master,76781.0,5,MORTGAGE,7000.0,EDUCATION,14.68,0.09,3.0,680,No,0
24.0,male,Bachelor,96497.0,1,MORTGAGE,12000.0,HOMEIMPROVEMENT,9.88,0.12,4.0,569,Yes,0
22.0,female,Associate,29576.0,0,RENT,2100.0,PERSONAL,12.21,0.07,2.0,611,Yes,0
23.0,female,High School,106467.0,1,MORTGAGE,10000.0,EDUCATION,7.51,0.09,2.0,645,Yes,0
23.0,female,Bachelor,97233.0,2,MORTGAGE,8000.0,VENTURE,15.68,0.08,4.0,576,Yes,0
29.0,female,Associate,113686.0,4,MORTGAGE,8400.0,DEBTCONSOLIDATION,11.01,0.07,10.0,666,No,1
30.0,male,Master,30164.0,9,RENT,5000.0,PERSONAL,10.59,0.17,9.0,699,No,0
24.0,male,Associate,30979.0,1,OWN,4750.0,PERSONAL,13.85,0.15,4.0,541,Yes,0
23.0,male,High School,54839.0,2,RENT,1500.0,EDUCATION,7.51,0.03,4.0,640,Yes,0
22.0,male,Bachelor,30685.0,0,RENT,10000.0,PERSONAL,8.59,0.33,2.0,641,No,1
23.0,male,High School,61339.0,0,MORTGAGE,8375.0,EDUCATION,7.51,0.14,2.0,610,No,0
31.0,female,Associate,22192.0,7,OWN,2500.0,VENTURE,14.74,0.11,7.0,538,Yes,0
24.0,male,High School,61309.0,5,MORTGAGE,9000.0,PERSONAL,11.01,0.15,3.0,628,No,0
39.0,female,Bachelor,30892.0,17,RENT,1500.0,DEBTCONSOLIDATION,14.22,0.05,13.0,666,No,1
44.0,male,High School,97195.0,19,MORTGAGE,8000.0,MEDICAL,10.38,0.08,16.0,669,Yes,0
23.0,female,Bachelor,73220.0,0,RENT,5468.0,HOMEIMPROVEMENT,7.75,0.07,3.0,623,No,0
31.0,female,Associate,135681.0,8,MORTGAGE,3171.0,EDUCATION,6.95,0.02,8.0,491,Yes,0
